word,variant_forms,abreviaturas,translation_value
tuklla,"['tuxlya', 'tuxža', 'tugža']",['s'],"lazo, agujero de una cuerda. Waskata rinritashina ruras- hka. Llamataka tukllawanmi hapirkani. 2. trampa para cacería. Sacha wiwakunata hapinkapak kaspikunata waskakunawan wa- tashpa rurashka. Ñukapa churashka tukllapi añas urmashka. tukru [tugru] s. cuágulo. Aychamanta lluks- hishpa sinchiyashka yawar. Ñukapa rukataka tukru yawarmi killpashka. tuksik [tuksix] s. amz. tipo de pez. Yurak karayuk, winkanaspi kashayuk, tuksishpa sinchi nanachik uchilla challwa. Tuksik challwaka mana yapa aychata cha- rinchu."
tuksina,['tuksina'],['s'],"jeringuilla. Hampita ukunman yaykuchinkapak. Hampik runaka tuksinapi hampita churarka. tuksina [tuxsina, tugsina] v. amz. clavar, es- tacar, punzar. Imatapash shuk ñañuyachis- hka kaspiwan aychapi takay. Shuk   hatun challwata hapinkapak	tuk- sirkani. 2. inyectar. Tuksinawan hampita aycha uku- man churay. Kunka nanay unkuymanta hampita tuk- sirkani."
tuktu,"['tuxtu', 'tugtu']",['s'],"flor de maíz. Sara sisa. Tuktuta mikuchunmi wakraman shitani. tuktuma [tuxtuma, tuktu] s. sn. flor de maíz. Sara sisa. Wawakunaka sara tuktumakunawan su- makta pukllan."
tuktuma,"['tuxtuma', 'tuktuna']",['adj'],amz. ga- llina que empolla. Lulunkunata ukllakuk mama atallpa. Puka tuktuma atallpa putsamanta pawan. Sin. Turuk.
tuku,['tuku'],['s'],"amz. gusano comestible de la palmera. Shiwa yurakunapi muriti yurakunapi wiñak mikuna kuru. Tuku kurutami shiwa yuramanta apamuni. tuku [tuku, toko] s. ventana. Wasi ukuman achik yaykuchun pirkata hutkushka kak. Ni- nakuruka tukuta ukuman yaykushka. tukuchishka [tukučiška] adj. concluido,   terminado, finalizado. Imatapash tukuchin- kakama llamkay. Kay yachaytaka tukuchishkami kan. Sin. Tukurishka."
tukuchina,['tukučina'],['v'],"terminar, acabar, finalizar. Ima ruraykunatapash puchukay. Ñuka, kallarishka shuyuta kunan puncha tu- kuchisha."
tukuri,['tukuri'],['s'],"fin, culminación. Ña rurana illakta rikuchik rimay. Kallpakuymantaka tukuripimi sakirirka. Sin. Puchukay."
tukurishka,['tukuriška'],['adj'],"concluido, ter- minado, finalizado. Imatapash tukuchin- kakama llamkay. Kay yachayka tukurishkami kan. Sin. Tukuchishka."
tukurina,['tukurina'],['v'],"terminarse, aca- barse; cesar. Chinkariy, illakyay. Runakunaka tantanakushpa kawsaymantami mana tukurinchikchu. 2. expirar, morir, fallecer. Runapa samay pi- tirikpi wañuy. Hachipa kawsay ñami tukurishka. Sin. 1. samarina; 1-2 Puchukana. tukurpilla [tukurpilya, tukurpiža, thyukurpi- lya, thyukur] s. scns. variedad de tórtola. Uchpa patpayuk, uchilla yapa kita, urpishina pishku. Tukurpillataka mana katiykachanachu kan- chik."
tukuy,['tukuy'],['det'],"todo, todos, entero. Mana rakishka. Tukuy llamata harka ukumanmi yaykuchirka. tukuna [tukuna] v. volverse, transformarse, convertirse, hacerse, fingir, aparentar; suce- der. Shukshina kay, shukman tikrariy. Achiklla yuyayka mana shukman tukunchu. Sin. 1. Llampu, illakta, mashnalla kak. tukuymashna [tukuymašna, tukuymažna] adv. ss. absolutamente todo. Tukuy tiyakku- nata kayankapak shimi. Tukuymashna wasipi tiyak runakunaka ray- mimanmi rishka. Sin. Illakta, tukuypacha, llampu, pachan. tukuypacha [tukuypača] adv. snc. abso- lutamente todo. Tukuy tiyakkunata kayanka- pak shimi.     Tukuypachami raymiman rirka. tukyachina [tuxyačina, tugyačina] v. re- ventar. Sinchita uyarishpa rakirichun nishpa imatapash ruray. Kayka ninapi shitashpa tukyachinmi. 2. v. disparar. Illapa ukumanta wañuchik nina llukshichun nishpa takayta ñitina. Tarukata machachishpalla illapataka tuk- yachirka. Sin 1 hulakyana, huklluyana."
tukyana,"['tuxyana', 'tugyana']",['v'],"reventarse, erupcionar; brotar vegetales. Imatapash ni- napi churakpi sinchita uyarishpa rakiriy. Ninapi churashka lulunmi tukyarka. 2. amz. despostillarse. Allpamanta rurashka mankakunata ninapi kusakukpi wakinpi hutku, hutku tukushpa waklliriy. Chay kallanaka nina ukupi churakpimi tuk- yarka."
tula,['tula'],['s'],"estaca. Sarata, purututa, lumuta tarpunkapak chakiman ñañuyachishka kaspi. Tulawan yana allpapi lumuta tarpuni. 2. amz. Palanca. Takana kaspi. Tulapi wakrata watakmi rini."
tularina,['tularina'],['v'],"derrumbarse. Yura, all- papash pay munay tuñirishpa urmay. Yapa tamyakpi allpa tularishka. 2. erosionarse. Tarpuna allpa tuñirishpa tullu allpa sakiriy. Tarpuna allpa kunan wata tularishka. Sin. 1 tuñirina."
tulana,['tulana'],['v'],"amz. empujar árboles para tumbar. Shuk yurata makiwan tankas- hpa urmachina. Chay yurata tularkani. S. barbechar. Allpata shuk kaspiwan ñutuy, aya kiwakunata anchuchishpa surkuy. Papa chakramantami kiwata tularkanki. ss. amz. Hacer hoyos para sembrar el maíz. Sarata tarpunkapak allpata shuk kas- piwan hutkuy. Sarata tarpunkapak nuyushka allpata tular- kanchik."
tullik,['tulyix'],['s'],"amz. tipo de pájaro. Yana millmayuk, tullik tullik nishpa sachapi allpata purik pishku. Kayna tamyakuk pacha tullikta rikurkani."
tullpa,"['tulypa', 'tušpa', 'tulpa']",['s'],fogón. Kimsa  TUMPIKI rumikuna chawpipi yantata churashpa miku- nata yanuna kuska. Tullpapi yantata churapay.
tullpu,"['tulypu', 'tušpu', 'tulpu']",['s'],"color, tintura, pintura. Puka, yana, yurak, waylla, killu, sani, shukkunapash tukuy rikurikkuna. Kanpa ruwanapa tullpuka yanami kan. Sin. Llimpi."
tullu,"['tulyu', 'tužu']",['s'],"hueso; caña; tallo. Ru- nakunapa, wiwakunapa aychata shayachik. Ñukaka chayrak mana tullu unkuyta charini- chu. 2. adj. flaco, raquítico. Shuk ima wira illak runa, wiwapash. Raymipika tullu wakratami wañuchirkakuna. Sin. 2 irki, tsala, charki."
tullumpa,"['tulyumba', 'tulyuŋba']",['s'],"amz. varie- dad de rana comestible. Uchpa karayuk, tuta tutalla kaparik, karata anchuchishpa mikuna kuwa. Tullumpata mikunkapak aysamunimi. tullumpa [tulyumba, tulyuŋba] s. amz. pa- lanca. Tankana kaspi. Tullumpawanmi kay rumitaka kuyuchirkani. tulu [tulu] s. ss. saquillo, bolso. Shikrashina awashka. ¿Mashna kullkipitak kanpa tulutaka katur- kanki? Sin. Wayaka."
tulun,['tulun'],['s'],trueno.Tamyakuk pachapi puyupura takanakushpa sinchi uyarik. Hawa pachapimi tulunka uyarin. Sin. Kulun.
tumi,['*tumi'],['s'],"variedad de cuchillo, como segur. Yantata chiktankapak antamanta ru- rashka hillay. Tumiwan aychata kuchuni."
tumpana,"['tumbana', 'tuŋbana']",['v'],"amz. tener celos de alguien, celar. Shuktatak munanki nishpa warmi kusawantin piñanakuy. ¿Imamantatak kanpa warmita ñukawan tum- panki?"
tumpiki,"['tumbiki', 'tuŋbiki', 'dumbiki', 'duŋbiki']",['s'],"amz. pájaro tucán. Suni kiruyuk, kunkapi millmayuk achkapura tantanakushpa purik hatun pishku. Tumpiki pawakushpa patpata pampamanmi shitarka.    TUMPINA"
tumpina,"['thumbina', 'thuŋbina']",['v'],bo. apun- talar. lmatapash ama urmachun nishpa shuk kaspita kimichishpa sinchiyachiy. Mishki muyuyuk yura ama urmachun nishpa tumpirkani.
tunchi,['tuŋči'],['s amz'],una variedad de pá- jaro. Witapi tunchi tunchi kaparik uchilla pishku. Tunchi kapariktami uyarkani.
tunchi,['tuŋči'],['s'],"(mitología) amz. alma. Runa yuyaypi, runapa shunkuta shuk tuta mikushpa purik supay. Tunchi supay mana alli runapa shunkuta mi- kushka nin."
tunkuri,['tuŋguri'],['s'],"garganta, esófago. Mi- kunata millpuk hutku, mikunata wiksa u- kuman yaykuchik hutku. Yalli uhukpi tunkuri nanawan."
tunsa,['tuŋsa'],['s'],"amz. variedad de pez. Killu karayuk, puyu ñawiyuk uchilla yaku aycha Tunsata llikawan yakumanta hapini."
tuntu,['tuŋdu'],['s'],amz. tipo de pájaro. Tuntu tuntu kaparishpa purik muru millmayuk uchi- lla pishku. Tuntu pishkutaka tukuykunami kamana kan- chik.
tuñirina,['tuñirina'],['v'],"derrumbarse. Yura- kuna hawalla suchuriy, allpa yapa tamyakpi tulariy. Sarata tarpuna allpaka ñami tuñirishka. Sin. Tularina."
tupana,['tupana'],['v'],"encontrarse. Shukku- nawan ñanpi, wasipi maypipash tarinakuy. Mashi Juan Quito llaktapimi tuparka. Sin Tarinakuna, tinkunakuna."
tupu,['tupu'],['s'],"s. prendedor. Pachallina ama urmachun nishpa tuksichina ñañu anta. Mariaka mushuk pachallinata kullki tupu- wanmi tupullin. 2. medida, metro. Imakunapash chaypuralla kashkata yacharinkapak rurashka. Chay allpata mashna kashkata yachankapak tuputa apamuy."
tupuna,['tupu'],['v'],medir. Imapash mashna kashkata shuk hillaywan yachay. Allpata rantinkapak tupushunchik.
turi,['turi'],['s'],hermano de hermana. Warmi- kuna paypa yayamamapa kari churikuna   nina shimi. Saraguro llaktamanta María warmipa turimi shamunka.
turu,['turu'],['s'],"lodo, barro. Api allpa, yakuyas- hka. Turupi urmarkani."
turuk,"['turux', 'turug']",['s'],scs. gallina que empolla. Lulunkunata ukllakuk atallpa. Turuk atallpaka luluntami ukllakun. Sin. Tuktuma.
turumanya,['turumanya'],['s'],planeta nep- tuno. Intipa ayllupi tiyak rumpa.
turuyana,['turuyana'],['v'],"enlodarse, emba- rrarse. Mapayay, turupi yanayay. Wamraka mushuk churanata turupi turuyas- hka. Sin. Armarina, kawirina."
tushuna,['tušuna'],['v'],"bailar. Takishkakunapi, ishkantin, shukllapash sumakta kuyurishpa kushiyay. Shamuy, ñukawan tushushun. v. s. brincar. Hawaman pawarikshina ruray. Chay sarami kallanapi tushukun. insultar. Runata piñashpa kapariy. Wasiman mana utka chayakpimi tushurkani. Sin 2. Kushparina, 3 kamina."
tuta,['tuta'],['s'],"noche. Inti yaykushka pacha ki- pa, shamuk yana llantu. Kayna tuta Ambato kitimanta chayamurkani. Sin. chishituta."
tutamanta,['tutamanda'],['s'],"la madrugada, la mañana. Manarak allita punchayashpa llantu llantu kak. Payakunaka tutamantapi rimanakunñami. tuta pishku [tutapišku] s. s. murciélago. Pawashpa purik ukuchashina rikurik, tutaku- napi wiwapa yawarta chumkak. Tuta pishkuka wakra yawarta, apyu yawar- tapashmi tsumkan. Sin. mashu."
tutayana,['tutayana'],['v'],"anochecerse. Inti yaykukpi, puncha tukurikpi llantu paktamuy. Ñukapa wawkika paypa wasipimi tutayarka. tutipa [tutipa] s. amz. variedad de lagartija. Waylla karayuk, puka kunkayuk, washa tu- llupi kashata charik, yurakunapi kawsak ha- yampishina. Yalli suni tutipa ñanmi sirikurka.     Sin. Sacharuna."
tutu,['tutu'],['s'],"sc. Caña hueca delgada; tubo. Hutkuyuk kaspi, sukusshina. Siwara tulluka tutumi kan."
tutuna,['tutuna'],['v'],"snc. cargar a un bebé. Llullu wawakunata apariy. Llullu wawata shutichinkapak tutukuni. tuwaman [tuwaman] adv. amz. boca abajo. Washata hawaman churashpa; wiksata, ña- wita allpaman kimichishpa siriy. Yayaka wiksa nanaywan tuwaman sirikun. Sin. uray sinka."
tuwi,['tuwi'],['s'],"amz. animal similar al tigre, denominado cabeza de mate. Yana millma- yuk, papayata, pukushka palantata, chiwilla-  TUZUYANA tapash mikuk uchilla pumashina wiwa. Tuwita hapinkapak chapakllami rini. Sin. Pantu."
tuyaka,['tuyaka'],['s'],remanso. Purik yaku all- paman yaykushpa hawalla kucha tukushka. Ñan pampapi tuyakakuna tiyarishka. Sin. Walun.
tuylla,['tuylya'],['s'],"segundo, en relación con el tiempo, componente del minuto. Shuk hayrika sukta chunka tuyllayukmi kan. tuzuyana [tuzuyana] v. ss. encogerse, achicarse. Ima kashpapash uchillayay. Wamrapa churanaka tuzuyashkami. Sin. Wañurina, kintiyana, kuruyana, aysarina, yaykurina, kichkiyana."
tsala,"['tsala', 'tsalan', 'sala', 'čala', 'zala']",['adj'],"flaco, delgado, raquítico, desnutrido, pálido; alto. Runakuna, wiwakunapash ima wira illak; shukkunapika un-kushkashina tukushpa tullukunapash rikurik. Raymipika tsala wakratami wañuchishka. 2. Mestizo. Kastilla yawarwan runa yawar- wan chakrurishka runakuna. Tawka tsalami mana ñukanchikta riksinchu. Sin.1 irki, charki, 2 laychu, mishu, misti. tsalak manku [tsalax manku] s. amz. tipo de pájaro. Shuk hatun manku, tsalak tsalak kaparik, shuk llaktakunapika tsalak tsalak shutiyuk. Tsalak manku pishkuta yuramanta pawa- chirkani. Sin. Tsalak tsalak."
