word,variant_forms,abreviaturas,translation_value
pushinshi,['pušiŋši'],"['amz.', 's', 's.']","hormiga conga. Shuk yana, uchilla, yuturishina sikipi tuksinayuk añanku. Pushinshika sinchitami tuksiyta yachan. pushllu [pušlyu] s. amz. variedad de ser- piente. Ismu panka ukupi sirik millay macha- kuy. Pushllu machakuyka pakallami sirinata ya- chan. Sin. Ushukullin."
pusku,"['pusku', 'putsuxu']",['s'],"espuma; fer- mento, levadura. Yaku timpurishpa yurak si- sashina tukushka. Yaku puskuwan pukllani."
puskuna,['puskuna'],"['pi.', 's.', 'v', 'v.', 'za.']","hacer espuma. Chawar karata rumipi takshakshina kakukpi apishina tukuy. Mamaka ankas chawar ankuta puskurka. puskuyana [puskuyana] v. agriarse, ha- cerse agrio. Yanushka mikunata achka pa- chakunata sakikpi hayakyay. Atallpawan yanushka mikunaka puskuyarka. pusun [pusun, puzun, buzun, uspun] s. panza. Runa wiksapi, wiwa wiksakunapi tiyak mikushka tantarina hatun chunchulli. Wakra pusunta yanunkapak rantiklla rini. Sin. uspun. putan chuspi [putan čuspi] s. abeja. Mis- hkita kuk chuspi. Putan chuspika sisakunata mishkita maska- kun. Sin. Mishki chuspi, chullumpi."
putasyana,"['putasyana', 'putusyana']","['amz.', 'na.', 'v']","sc, amz. podrirse, iniciarse la descomposición de algo. Aychakuna ismuy kallarina, ashnay kallarina. Allku wañushkaka putasyakun."
putsa,['phutsa'],"['bo.', 'na.', 's', 'sc.']","racimo pequeño. Uchi-    lla watushina, luntsashina. Kapuli putsata paktashpa kupay. 2. bo. nido mal formado. Yanka rurashka pis- hku kisha. Urpika putsapi lulunta churashka. Sin. 1 Luntsa, 2 kisha."
putsu,['putsu'],"['adj.', 'co.', 'na.', 's', 's.', 'sn.']","hierba espinosa. Sisa chakirishpa kashalla tukuk kiwa. Sachapi purikpimi putsukuna hapirishka. putu [putu] adj. snc, mocho. Kutushina. Chay allkuka putu chupayuk kashka. 2. s. sn. tronco. Kuchushka yurakunamanta llukshik kullu. Pututa apamupay."
putu,['putu'],"['amz.', 'bo.', 's']","ceibo. Hatun, ñañu pan- kayuk, putu muyuta aparik yura. Putu yurata urmachikpika, sachaka tuku- rinka. amz. algodón silvestre. Sacha hatun utku. Putu millmaka wayrata pawan."
putukulu,['putukulu'],"['amz.', 's', 'tu.']",renacuajo. Llu- llu wawa hampatu. Putukulukunaka chinkarikunmi.   Sin. willi willi.
puy,['puy'],"['amz.', 's', 'tu.']","variedad de sapo. Hatun muru, puka karayuk, pur pur nik mikuna ham- patu. Chay waykupika puy hampatumi wakakun. Sin. murintu."
puyu,"['puyu', 'phuyu', 'fuyu']","['na.', 's']","ube, niebla, ne- blina. Hawa pachapi yurak, yana, puka kus- hnishina tiyak. Puyu punchapi ñanta pantarini."
puzu,"['puzu', 'pusu']","['adj', 'adj.', 's.']","color gris, blanco y negro jaspeado. Yurakpi yanata chapu- chishka tullpu. Puzu kuyta hapishpa papawan yanunki. 2 adj. cana, cabello blanco o gris. Yuraklla akcha. Hatun yayaka puzu umayukmi kan."
puzun,"['pusun', 'puzun', 'buzun', 'uspun']","['s', 'za.']","panza. Runa wiksapi, wiwa wiksakunapi tiyak mikushka tantarina hatun chunchulli. Wakra puzunta yanunkapak rantiklla rini. Sin. uspun."
puñu,"['puñu', 'puyñu']","['s', 's.', 'v.']","cántaro de una oreja; pondo. Turu allpamanta rurashka shuk rinriyuk manka. Apita yanunkapak puñu mankata rantini. puñuna [puñuna] v. dormir. Ñawi wichka- rishpa samariy.     Kayna tutaka kay puñunapimi puñurkani. pupu [pupu] s. ombligo. Wacharishka an- kuta pitishka wiksapi tiyak hutku.   llakta runa tantarikunata ñawpachik. Alli pushak runata charinchik. Sin. Kuraka, apu.    Pupupi ama wayra shitachun kushmawan katariy."
raka,"['řaka', 'raka']",['s'],"vagina, vulva. Warmiku- napa ishpana, wachana hutku. Rakataka mayllarayashpa, rikurayashpami kawsana kan."
rakina,"['rakina', 'řakina']","['na.', 'v']","distribuir, dividir, repartir.	Ima	charikushkakunata chawpishpa kuy. Sapan punchakunami wawakunaman miku- nakunataka rakinchik. 2. partir. Imatapash chawpiy, chiktay. Kay kaspikunata rakinchik. Sin. 1-2 Chiktana, shallina."
rakiy,"['rakiy', 'řakiy']","['na.', 's']","división, parte, pedazo. Imatapash chay tupullapi chawpina. Yayapa chunka waranka kullkitaka pich- kantinmi rakiyta ruranchik."
rakrayana,['řagrayana'],['v'],"resquebrajarse, agrietarse. Ima sinchikunapash yantashina chiktariy, chillpiriy. Allpa kuyuymanta wasi pirkaka rakrayarka. Sin. chiktay."
raku,"['raku', 'řaku']","['adj', 'tu.', 'v.']","grueso. Imakunapash mana ñañu, mana ñutu. Payka raku palantata rikushpa rantin. rakuyana [rakuyana] v. engrosarse. Ima- pash hatunlla tukuy. Papaka ñami rakuyakun."
ransiw,"['ransiw', 'ransiyu', 'yansu']","['adj', 'na.']","extran- jero. Urupa llaktamanta shamushka runa. Ransiwkunaka tukuyta rikushpa purin. Sin. wayra apamushka, ista."
ranti,"['randi', 'řandi']","['adv', 'adv.', 'v.']","cambio de, reci- procidad. Shukmanta shuktak ruray, shuktak yanapay. Tushuymanka yayapa ranti churimi rirka. rantimpa  [řandimpa]   adv.  ayuda  mútua. Mashipura ima yanapayta kunakuy. Ñukanchikka rantimpa llamkashpami kaw- sanchik."
rantipana,"['řandipana', 'řandibana', 'randi-\npana']","['na.', 's.', 'v', 'v.']","contestar, responder. Imata nikpi- pash kutichiy.  Manuelka kay rimashkata kipalla rantiparka. rantina [řandina, randina] v. comprar, inter- cambiar Imatapash kullkita kushpa hapina. Otavalo llaktapi kay ruwanata rantimuni. Sin. mintalana."
rapyana,['rapyana'],"['s.', 'v']","contraerse los múscu- los. Shuk runapa ñawi, shimi, rikra, chanka, ima kashpapash, aycha yankamanta kuyuriy. Yapa purishkamanta chankapash paylla rap- yan."
