word,variant_forms,abreviaturas,translation_value
pani,['pani'],"['na.', 's', 's.']","de hermano a hermana. Chay mamamantallatak llukshishka kari churi warmi ushushita ninkapak. Mashi, kanpa paniwanmi sawarina kani. panka [paŋga, phaŋga, fanga] s. hoja. Tukuy yurapa pallkakunapi wayllalla wiñas- hka. Wayusa pankaka wayllallami kan. 2. página. Killkankapak rurashka kara. Kay pankapi killkashpa katinki. Sin. patara."
pankalla,['paŋgalya'],['adj'],"ágil, veloz, liviano. Imapash Hawalla, mana llashak kak. Wawakunaka pankallami kallpan. Sin. wayralla."
panshi,"['paŋši', 'paŋsi']","['amz.', 'na.', 's', 's.']","rmazón de palos pequeños colocados dentro de la olla para cocinar. Yanunkapak manka ukupi chu- rana kaspikuna. Lumuta yanunkapak panshita ruraychik. pantay [panday] s. error, equivocación, confusión. Waklliy ruraykuna, yuyaykunapas- hmi kan. Kay pantayta allichipay."
pantana,['pandana'],['v'],"errar, equivocar, confundir. Waklliyta ruray, mana alli ñanta riy. Chaki ñanta rishpa pantarka."
panti,['paŋti'],"['s', 's.']","yerba para teñir. Imatapash tullpuk kiwa. Panti kiwawan tullpuyta yachachishunchik. Pantinsaya	(<**	paŋtinsaya: pa+ntin+saya) s. Continente americano. Pa- cificopa, Atlanticopa chawpipi sakirik suyu, hatunllakta. Pantinsayapika azteca, maya, chibcha, inka, guarani runami kawsan. Sin Apya Yala."
pantu,['paŋdu'],"['amz.', 's']","animal denominado “cabeza de mate”, similar al tigre. Yana mill- mayuk, killu kunkayuk, pala umayuk papa- yata, palantata, chiwillata mikuk uchilla pumashina wiwa. Pantu ama palantata mikuchun kamana kanchik. Sin. Tuwi."
panwa,"['paŋwa', 'paŋgua']","['amz.', 's', 's.']","trampa de cacería para animales pequeños. Uchilla     sacha wiwakunata hapinkapak rurashka. Kay tutamanta shuk siku panwapi urmashka panzaw [paŋzaw] s. amz. tipo de pájaro. Yana patpayuk suni kishata rurak, yurak shi- miyuk, panzaw panzaw kaparik pishku. Llullu panzawta yuramanta hapini."
paña,['paña'],"['amz.', 's']","piraña. Puka ñawiyuk, sinchi shinchi kiruyuk, aycha mikuk, yakupi kawsak challwa. Paña aychapash sumakmi kan."
paña,['paña'],['adv'],"lado derecho. Lluki chim- papi kak manya. Wakin runakunaka paña makiwan sinchitami llamkan. Sin. allawka, alli."
papa,['papa'],['s'],"papa, patata. Allpa ukupi tiyak ankukunapi mikuna muruta aparik yuyu. ¿Mashna ashanka papatatak kanpa chakra- manta allarkanki?."
paparawa,['paparawa'],"['amz.', 's', 's.', 'v.']","árbol de fru- tos comestibles. Achka hatun muyuta aparik yura, yurak wikiyuk, achka hatun pankayuk yura. Yayaka paparawa muyuta apamurka. paramuna [paramuna, paramuyana] v. s. lloviznar. Ñutu tamya urmay. Kunan chishipimi paramurka."
parawaku,['parawaku'],"['amz.', 's']","variedad de mono. Puzu millmayuk kushillu, shuk llakta- kunapika sipuru nishka. Parawaku kushillu sachapi kaparikun. Sin. Sipuru."
parkuna,"['parkuna', 'parkona']","['gua.', 'na.', 's.', 'ss.', 'v']","regar o esparcir agua. Tarpushkakunapi yakuta talliy, hichay. Papa chakrapi parkurkani. Sin. Tallina, chakchuna."
paruk,['paruk'],['s'],"pulmón. Kawsakkunaman samayta chaskik. Parukpi chiri ama yaykuchunka washata alli- tapacha killpanchik. Sin. surkan, yurak shunku."
paskana,['paskana'],"['na.', 'v']","brir, despegar. Wichkashkata, watashkatapash kachachiriy, karuyachiy. ¿Imaraykutak punkutaka mana utka paskar- kanki? Sin. pakllana."
pasña,['pasña'],['s'],"adolescente, muchacha, mozuela. Malltalla warmi. Paypa ushushika pasñallami kan. Sin. Kuytsa."
paspa,['paspa'],"['pa.', 's', 'v.']","spa. Aycha kara chaki- rishpa karachashka. ¿Imamantatak paspa ñawi kanki?. paspayana [paspayana] v. agrietarse, res- quebrajarse la piel. Yapa inti rupaywan aycha kara uchpalla tukushpa llushtiriy. Payka sumak ñawimi karka, kunanka ñawika paspayarka."
pasu,['pasu'],"['amz.', 's', 's.']","tipo de árbol de frutos comestibles. Raku yura ñañu pankayuk, mi- kuna muyuta aparik. Pasuta hapinkapakmi mamaka rirka."
pata,['pata'],['s'],"grada, orilla. Wichkankapak, urayankapakpash chakanashinata rurashka. Wasi hawaman sikankapak patata rurarkani. grado, curso. Yachakuykunapi ima wata- kunapi purikushkata willak. Pichka patapimi yachakushpa rikuni. piso. Wasi ukupi hatun kawitushina, chay hawapi kawsankapak rurashka. Pata hawa allpaman urmarkani."
patak,"['phatax', 'phatix']","['adj', 'na.']",cho. Tupuypi imapash hatun pankashina. Patak rinriyuk wakrami achka aychata charin. Sin. Pala.
pataku,['pataku'],['s'],"mesa; altar. Chusku cha- kiyuk patak pampayuk, imatapash palltashpa churankapak alli. Yachanawasikunapi yachachik kamukunata patakupi palltashpa churan."
patara,['patara'],"['na.', 's']","hoja, página. Killkanka- pak rurashka karallashina. Kay patarapi killkashpa katinki. Sin. panka."
patarina,['patarina'],"['na.', 'v']","doblar, plegar. Shuk kaspita hapishpa kumuchiy, imakunatapash lapuchiy. Waylla kaspita patarirka. Sin. Lapuna."
patas,['patas'],"['amz.', 'co.', 's']","blanco. Killu karayuk pukurishpa payllatak urmak, ukupi achka yurak muyukunata charik hatun muru.  Pukushka patasta yunkamanta apamuni. Sin. Kula, kila."
pati,"['pati', 'badi']","['s', 's.', 'ss.']","bolso. Shikrashina imatapash apankapakmi kan. Patipi kullkita wakaychini. Sin. Shikra, tulu, wayaka. patma <**patma) s. jueves. Chuskuniki puncha."
patpa,['patpa'],"['s', 's.']",pluma. Tukuy pishkuku- napa millma. Kintipa patpaka wayllami kan.
patpana,['patpana'],"['na.', 's.', 'v']","cudir las aves sus plumas. Pishkukuna paypa millmakunata kuyuchiy, chawsiriy. Kari atallpaka ninantami patparka. Sin. Chawsirina."
patsak,"['patsak', 'patsya', 'batsak']","['co.', 's']","baga- zo. Muyukunapa kara. Wanu tukuchun, wiru patsakta allpapi pam- panki."
patsak,"['pačak', 'patsax', 'patsak', 'patsag', 'pasak']","['na.', 'num', 's.', 'v.']","cien, ciento. Chunka kutin chunkachikpi tukuk yupay. Shuk apiwuta patsak kullkipimi katurkani. pawana [pawana, phawana, fawana] v. volar. Imakunapash hawa wayrata puriy. Uchilla pishkuka mana karuta pawarkachu. 2. brincar. Maykanpash wichayman, uray- man, tukuy manyaman tushukshina tukuy. Ñukapa wawaka patamantami pukllashpa pawarka. Sin. 1wampuna; 2 tushuna. pawkar (<*pawkar) s. marzo. Kimsaniki killa. Pawkar killapi, 21-22 punchaka equinoc- ciomi kan."
pawshi,['pawši'],"['amz.', 's']","pava de monte de- nominada “paujil”; ganzo. Hatun atallpashina, yana millmayuk, puka shimiyuk, sikipi yurak millmayuk pishku. Pawshikuna ama tukurichunka kamanami kanchik."
pay,['pay'],['pron'],"él, ella. Karullapi tiyak runata mana shutichishpalla rimay. Paymi ñukapa kuyashka warmi."
paya,['paya'],"['adj', 's.']",vieja; abuela. Achka watayuk apa warmikunata ninkapak shimi. Paya warmikunaka ninan yachakkunami   kan. Sin. Apamama.
payaku,['payagu'],"['amz.', 'exp']","expresión para referirse a la hija apreciada. Kuyashka us- hushita nina shimi. Payaku, aswata upyachiway. Sin. Mamaku."
paychi,"['payči', 'paysi', 'payši']","['amz.', 'na.', 's', 's.']","una va- riedad de pez. Chutishina rikurik challwa, hatun sachapi, kuchakunapi kawsak. Chay kuchamanta paychita hapimuni. payku [payku, payko] s. s. yerba medicinal. Mishkilla ashnarik uchilla yura. Yuyayta ka- machik, kuykapak hampi, lukrupi churashpa mishkichina. Yuyay mirarichun payku yakuta rurashpa up- yanki."
paykuna,['paykuna'],"['pron', 's.']","ellos, ellas. Karu- llapi tiyak wakin runata mana shutichishpalla rimay. Paykunaka urkupi kuchukushpami hawayta achkata takin."
paza,['paza'],"['adj', 'co.']","áspero, escabroso, tosco. Ima karakunapash kapulí yurapa karashina kashallalla. Yapa chiripi, wayrapi paza maki tukushkanki. Sin. lluru, sakra."
pi,['pi'],['pron'],¿quién?. Maykantak nishpa ta- puna shimi. ¿Pitak shamurka?
pichana,"['fičana', 'pičana', 'phičana']","['co.', 'num.', 'or.', 's', 'v.']","escoba, borrador. Sunilla sinchi kiwakunata shuk kaspi manyapi watashka. Pampakunata chuyachinkapak rurashka. Llaktamanta shuk pichanata rantimuni. pichana [fičana, pičana, phičana] v. barrer, limpiar. Wasi ukukunamanta tukuy mapaku- nata pichanawan anchuchiy. Yachana wasi ukutami pichakunchik. pichka [pička, pičika, piška, piča] num. cinco. Chusku yupayta katik yupay. Pichka wiralla kuchita charini."
piki,['piki'],"['amz.', 'gua.', 's']","pulga. Kayman chayman pa- washpa purik uchilla palamaku. Yawarta tsumkak wiwa. Kay allkuka yapatami pikita mirachishka. 2. amz. nigua. Yapa uchilla piki. Chaki ruka- kunapi yaykushpa wiñak.     Ushuta illak purikpimi, pikika chakipi yaykus-   kunapi tantarik.    hka. Sin. 2 Iñu."
pilis,"['pilis', 'pigli']","['amz.', 'co.', 'na.', 's', 's.']","piojo blanco. Kuchiku- napi, runakunapipash tiyak usashina yawarta tsunkashpa kawsak. Kay kuchika pilis huntashpami irkiyashka. pilis [pilis] s. amz. frutos caídos antes de madurar. Yankamanta ishkurishpa urmak llu- llu muyukuna. Pilis muyuwan wawaka pukllarka."
pillchi,"['pilyči', 'pilči']","['amz.', 'co.', 's']","recipiente de la cás- cara del coco. Shuk kuku karamanta chaw- pishka rumpalla rikurik. Yakuta, aswata upyankapak rurashka. Shuk pillchi aswata karaway. 2. amz. tipo de árbol. Pillchi muyu nishkata aparik yura. Ankarata rurankapak, yuramanta shuk pill- chi muyuta apamuni. Sin. 2 kuya."
pilluna,"['pilyuna', 'pižuna']","['na.', 'v']","enrollar, envol- ver, enredar. Imatapash waskawan sumakta kipiy, maytuy. Warmika wawatami chumpiwan pillurka. Sin. Maytuna."
pillpintu,"['pilypiŋtu', 'piŋpilyitu', 'pimpillitu pil- piŋdi']",['s'],mariposa. Tawka tullpuyuk uchilla ri- krayuk pawashpa purik chapul. Pillpintuka sumak tullpukunatami charin. Sin. Chapul.
